GaussianMLPPolicy/Entropy,GaussianMLPPolicy/KL,GaussianMLPPolicy/AverageStd,Extras/EpisodeRewardMean,GaussianMLPPolicy/KLBefore,NumTrajs,ProcessExecTime,PolicyExecTime,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/LossBefore,Perplexity,EnvExecTime,StdReturn,AverageDiscountedReturn,AverageReturn,MaxReturn,Entropy,Iteration,LinearFeatureBaseline/ExplainedVariance,MinReturn
8.652046,0.0053126197,2.2202458,-10.579945847689874,-2.3057112e-10,280,0.13722896575927734,2.5268263816833496,0.00027973205,-0.043618105,-0.043338373,5811.931112286723,5.564227342605591,38320.17235511699,6154.744596350353,12548.854832409703,174061.31918141255,8.66766817195075,15,0.7788783512710552,-70.69458730968502
8.660445,0.0064959065,2.1984897,18.68856983746543,3.7946665e-10,280,0.1349043846130371,2.5413424968719482,0.0017926507,-0.04495547,-0.04316282,5611.445317067079,5.610318660736084,35122.01260206067,5626.741090851224,11535.483391987878,158431.48968580653,8.632563597611018,16,0.7846048483110514,-64.37721299930284
8.656972,0.0044623106,2.2058148,26.769116271751617,2.0871067e-10,280,0.1352379322052002,2.5619444847106934,0.0020679832,-0.04531693,-0.043248948,5708.948403218206,5.633253574371338,37648.05454746549,5913.0370443485635,12271.5763199493,192415.45649274444,8.649790118126642,17,0.7927644535506267,-60.648715120824924
8.723656,0.007210053,2.224389,50.164262355805285,2.2341486e-10,280,0.13550782203674316,2.584425210952759,0.0010359883,-0.044411216,-0.043375228,5854.87341615734,5.920030355453491,44686.73712755229,6799.258860821386,14728.405314481293,194034.39994715492,8.675029656012853,18,0.7996947866718724,-68.7471508561923
8.774587,0.005744097,2.2524457,119.79991899024998,-2.9576144e-10,280,0.13503122329711914,2.5771126747131348,0.0016164817,-0.045220964,-0.043604482,6129.693540107006,5.758299112319946,40497.38088041697,6327.595382726568,13371.256513942122,173435.97506317153,8.720900034223284,19,0.8006920210159413,-70.61823102143599
8.7458725,0.005132825,2.2866733,152.4880699355587,1.7915763e-10,280,0.13718628883361816,2.540583848953247,0.0027769953,-0.046668697,-0.0438917,6492.05487683024,5.8684914112091064,45465.44699075729,6993.426491661348,15001.197889358045,183980.15406163895,8.778334381591707,20,0.8081110333088444,-84.88766768173903
8.78504,0.0058957255,2.266676,107.1638827583949,-3.6172595e-10,280,0.13452887535095215,2.4785256385803223,-0.00026087463,-0.043448713,-0.043709587,6259.869107199039,5.660273551940918,45687.804793563286,7055.965409296439,15125.197783429741,183682.52034422068,8.741914554482415,21,0.8263251598669654,-75.62394532995523
8.793929,0.00562116,2.2869146,151.6310050880594,-1.2667096e-11,280,0.12839818000793457,2.2038731575012207,-0.00017342344,-0.043718528,-0.04389195,6492.420350623156,5.2499918937683105,46636.493842523436,7339.262435171324,15494.453872859209,183230.39181196585,8.778390675556093,22,0.8324375117238443,-81.85471304137879
8.803596,0.004568685,2.3024154,181.03104084556074,5.966424e-11,280,0.13809633255004883,2.5755867958068848,0.0016952641,-0.0456919,-0.043996636,6629.7271751702965,5.935592889785767,47733.964481853,7309.318710411903,15826.744734261505,188223.33819572142,8.799318932283493,23,0.840101310126385,-85.74468341725655
8.802168,0.0041181436,2.307845,118.61236242562408,-2.1340592e-10,280,0.14165377616882324,2.5810275077819824,0.0016089492,-0.04566602,-0.04405707,6710.393762402437,6.112316370010376,46281.356096068,6898.222974668981,15312.989420205857,198858.8894681262,8.811412911165329,24,0.8209578353780097,-67.05852615380513
8.778187,0.0047977064,2.2975922,126.00890625899204,-5.958691e-10,280,0.14427709579467773,2.5915660858154297,0.0016001724,-0.04556309,-0.04396292,6585.19936834718,6.230129718780518,47689.36448378935,7232.589589783939,15841.1180971804,183210.29958172367,8.792579889853796,25,0.8468810492028762,-66.83600894142987
8.808927,0.0056991004,2.2906892,128.18527262003334,1.6426756e-10,280,0.1420001983642578,2.632268190383911,0.0016922206,-0.045598105,-0.043905884,6510.547996966061,5.958172082901001,51348.16016006816,7838.695282170304,17026.080489664597,205005.73089735073,8.78117890938123,26,0.841285161017842,-68.37187546758193
8.86696,0.004280166,2.3162494,87.03637070002846,6.510388e-11,280,0.14466547966003418,2.6497151851654053,0.0017297715,-0.04582687,-0.0440971,6764.346474494937,6.195781946182251,51876.53124934147,7927.92979635965,17197.37405128823,217951.25137855846,8.81942093202046,27,0.8360804984233945,-61.243394748401215
8.861608,0.004379524,2.3479383,142.31832831849928,1.5983269e-10,280,0.1388106346130371,2.5169661045074463,0.0025401711,-0.046883944,-0.044343773,7106.408573012506,5.839890003204346,50920.43950717389,7714.1787273320515,16862.327046607275,212157.29235503954,8.868752271833873,28,0.8389260523108506,-75.71873218582562
8.866197,0.005512154,2.3531282,145.89608362821554,2.8356556e-10,280,0.14284181594848633,2.563828229904175,0.0018251836,-0.04620323,-0.044378046,7155.364403186195,6.070172548294067,52768.5501950577,8075.41683869389,17534.590748001214,215994.79851106927,8.875617620558966,29,0.8421229469240645,-65.77927427048589
8.8991585,0.005680211,2.353119,122.24133762283505,6.199809e-11,280,0.13980984687805176,2.55450701713562,0.0005171597,-0.044864852,-0.044347692,7111.983852173623,5.973435878753662,52931.509438567125,8133.972123121881,17590.583188618577,201292.2001826651,8.869536506686892,30,0.8463507620708368,-69.47929683031082
8.916096,0.0045989887,2.370798,163.25822038665902,-1.1960843e-10,280,0.13525390625,2.5279388427734375,0.0028455295,-0.047336,-0.04449047,7318.0345439922385,5.892295598983765,52852.47930185566,8240.633793315137,17574.510567618574,232372.6776556204,8.898097065982364,31,0.8464774527771852,-69.37614968359773
8.900447,0.005193541,2.37856,128.82533398336977,-3.5554348e-10,280,0.14766931533813477,2.55315899848938,0.00039495155,-0.04495019,-0.04455524,7413.383976109019,5.9395318031311035,54313.39056500385,8394.267835595087,18107.06518539552,220922.41978124148,8.911042290982746,32,0.8446809296012967,-66.17117156461279
8.935159,0.0034665419,2.3759685,46.080999567064275,-4.0463394e-10,280,0.13601255416870117,2.495407819747925,0.001825843,-0.046355885,-0.04453004,7376.202449485223,5.774471282958984,54597.396188298946,8289.40959801765,18067.792682762014,215526.08297916557,8.906014211915789,33,0.8461373773736176,-67.11072276316693
8.935626,0.005228311,2.3982656,93.79622896917796,-1.7064676e-10,280,0.12929749488830566,2.1904172897338867,0.0009299293,-0.045631737,-0.044701807,7633.9719507242,5.2367682456970215,54307.50967466838,8328.104315586032,18031.120229988377,214890.92816041314,8.940363559041705,34,0.8413331442168834,-66.32946398759528
8.949722,0.0041953283,2.4011009,124.36724035852325,1.4374762e-10,280,0.13422441482543945,2.5109975337982178,0.0018129908,-0.046507355,-0.044694364,7622.594529012163,5.740004062652588,54676.959861644034,8453.068074195955,18152.287131712572,218500.57030785942,8.938872080099015,35,0.8411554971881041,-69.58497934913653
9.066743,0.00834576,2.4175255,47.402604539037476,-4.3730472e-10,280,0.13246774673461914,2.491130828857422,-0.00015056133,-0.04466117,-0.044811733,7803.648452901156,5.495572805404663,58346.57744488,9037.042490396587,19349.236168001167,231436.76760901805,8.962346653688522,36,0.8311399751278359,-69.06801892863838
9.091953,0.0049738865,2.4901376,32.72195800468462,-1.9716331e-10,280,0.13790440559387207,2.5355653762817383,0.0021017008,-0.047471296,-0.045369595,8724.728224845912,5.656355142593384,56125.522027529136,8581.758962378743,18703.325989476572,212816.2757259809,9.073916597570692,37,0.8463051007615514,-67.13089620300431
9.139155,0.004757093,2.4984043,36.35859208327423,-1.3887702e-10,280,0.13582086563110352,2.5293023586273193,0.0015090741,-0.04697669,-0.045467615,8897.440254874851,5.452359914779663,57702.61025235597,8700.079145369682,19155.4747477218,233996.50642702388,9.093518902540207,38,0.8479236398891306,-67.33445404145176
9.146441,0.0051885527,2.5222514,-22.973540489837916,1.9129948e-10,280,0.14066433906555176,2.5483431816101074,0.0015331618,-0.0472051,-0.04567194,9268.652501272749,5.495742559432983,55711.56439752044,8571.58507801941,18444.68151309441,216976.35469695297,9.13439328675043,39,0.8365538059213325,-68.373209344326
9.215933,0.0056581125,2.53532,-30.981757978000182,8.021635e-11,280,0.13834762573242188,2.5130937099456787,0.0017854422,-0.047520805,-0.045735363,9386.918592317164,5.288448333740234,56260.56583612398,8622.595727559621,18848.92630739831,224084.32771242913,9.14707235991387,40,0.8352955340036382,-69.94720906620319
9.283678,0.0051041287,2.5870426,-4.991321262509814,3.0387726e-10,280,0.14393997192382812,2.5512311458587646,0.0021455921,-0.04825645,-0.046110857,10118.96640835679,5.588327884674072,55245.1845302656,8459.156186062908,18386.795725247342,205646.2328482249,9.222166804063887,41,0.8460983901936077,-61.88291457249849
9.314631,0.004794314,2.6286342,31.637029676618287,1.3404393e-10,280,0.13137364387512207,2.487814426422119,0.0013046339,-0.04770244,-0.046397805,10716.76182218624,5.315493583679199,56275.49794708696,8608.327159007398,18725.643425390153,221586.74856163963,9.279564320166905,42,0.8402334870866248,-72.31607097867503
9.319524,0.004326165,2.65289,65.45829168502888,-3.2720465e-10,280,0.13480067253112793,2.571364402770996,0.002047453,-0.04861447,-0.046567015,11085.65569820017,5.536916971206665,59281.19546988166,9109.190106926484,19945.061837897152,224886.59627879065,9.313407272145861,43,0.8368844836728114,-64.63800791354467
9.33299,0.004672711,2.6609912,89.51886322228371,4.7686555e-10,280,0.1340959072113037,2.4813661575317383,0.0009843148,-0.047584902,-0.046600588,11160.303698462036,5.556645393371582,58179.88178814956,8983.890292559625,19325.495273402652,227693.5618778724,9.32011844868887,44,0.8433470952314377,-71.9862628531829
9.294808,0.0042395927,2.6723754,55.709412046234426,8.438707e-10,280,0.13777756690979004,2.5663042068481445,0.0014302693,-0.048075072,-0.046644803,11259.391450902349,5.6087377071380615,59093.49746261007,9118.01235503798,19629.11203611613,236034.68200528793,9.328957855020251,45,0.8426318994200103,-77.74123006272394
9.2857065,0.0060176887,2.647296,88.1523402258259,4.832769e-10,280,0.13616728782653809,2.4928512573242188,0.00092924386,-0.047398664,-0.04646942,10871.20111489652,5.481083393096924,60383.92181384606,9197.285693037107,20065.61059469492,231789.69923373402,9.293872472161338,46,0.8464496677498754,-67.7829294386381
9.274501,0.005072749,2.64809,79.294418449168,3.4583422e-10,280,0.1343538761138916,2.5055148601531982,0.001786977,-0.048225272,-0.046438295,10803.880713582623,5.518363952636719,57609.09442881683,8976.147263677609,19333.609118659457,219207.84641939684,9.287660673902149,47,0.8304572926084204,-63.2899155900748
9.310146,0.0059914067,2.6437442,138.5752267596706,7.457571e-11,280,0.13296914100646973,2.500429630279541,0.0018592961,-0.04824762,-0.046388324,10696.383759992705,5.50131630897522,58628.25252808196,9181.729723522116,19787.16557170796,227861.97682166685,9.277660996970676,48,0.8304442130304293,-63.58484861517772
9.324955,0.0046254955,2.671382,70.9561319239158,-4.5104007e-11,280,0.13784313201904297,2.5078089237213135,0.00080838054,-0.04738511,-0.04657673,11107.212477300445,5.509449243545532,59717.53179230956,9252.425201620677,19936.03118832744,214448.65213401997,9.315349949019296,49,0.8466491345570627,-74.17252848501327
9.299938,0.0054331627,2.6838167,132.8841156237582,-5.0847654e-10,280,0.13944625854492188,2.5497355461120605,0.0015429258,-0.048194557,-0.04665163,11274.75570800468,5.712532997131348,60335.24602182456,9330.224852028643,20172.83613287322,235826.91898449254,9.330321497440337,50,0.8456562458172796,-78.84898378825754
9.282213,0.004131985,2.665775,123.22336644104362,-3.194952e-10,280,0.1410694122314453,2.492473602294922,0.0015920699,-0.048108555,-0.046516486,10974.19477355926,5.54821515083313,61267.20347795,9411.233561987417,20430.721160289282,224003.46006242314,9.303301866099948,51,0.8438097493114036,-71.59207526702124
9.227232,0.005381034,2.6528552,251.95402457854874,2.66289e-11,280,0.13221263885498047,2.388366937637329,0.0010880679,-0.047510266,-0.0464222,10769.229866403693,5.2915825843811035,61553.698402159134,9641.404285382598,20865.479946655083,226766.50452249867,9.284448260295958,52,0.8411150220819348,-78.74248525942305
9.198093,0.0036666335,2.6195815,133.16914902056487,-6.117833e-11,280,0.1365675926208496,2.487095594406128,0.001531925,-0.047675937,-0.046144012,10186.318015030314,5.571408748626709,60443.41721012151,9534.136196881644,20367.98446328926,248221.70930033777,9.228800727753413,53,0.8332154983056526,-73.57462816562463
9.294463,0.0065544783,2.6043265,65.9755443898075,5.7822286e-10,280,0.14532089233398438,2.6048102378845215,0.0005964264,-0.046603918,-0.04600749,9911.995082554162,6.117578744888306,61723.70879021121,9706.623973176029,20747.578621574943,233275.06852133758,9.2015009271985,54,0.8387968166824856,-75.53132783089902
9.27395,0.004610001,2.6717782,123.88873125982192,5.85136e-11,280,0.14091801643371582,2.549726724624634,0.0008692406,-0.04732516,-0.04645592,10842.031924212471,5.784696817398071,59883.37186891972,9426.841575636989,20127.47579171026,225351.27880673582,9.291185704310735,55,0.8415000992865929,-77.8848336005426
9.320827,0.0063152406,2.6652176,243.2091377498792,4.17573e-10,280,0.14223647117614746,2.5420804023742676,0.0016984306,-0.04806012,-0.04636169,10639.643919261396,5.86661958694458,62181.68474619085,9731.00391439843,20872.044791784796,232099.23159356933,9.272342296100797,56,0.8397939731063659,-72.73600973550896
9.378108,0.0055999565,2.6986191,182.83376839432418,1.1743534e-10,280,0.14208054542541504,2.562335968017578,0.0014716424,-0.048052367,-0.046580724,11115.997693109222,5.858402967453003,64095.37418337133,10000.435975458173,21404.729300757168,245554.3320394416,9.316140583333516,57,0.8422288604849133,-76.94752199386745
9.43348,0.0064436174,2.7488816,163.85757477673857,5.253113e-10,280,0.14313697814941406,2.5689380168914795,-0.0011386722,-0.04574694,-0.046885613,11815.001130536728,5.99806547164917,62545.909595779725,9780.710376616526,20973.89120993144,232912.28121642995,9.377125285307566,58,0.8449047831777079,-67.60449350152602
9.436162,0.003721859,2.7965164,137.40653232154722,-2.4830938e-11,280,0.14020180702209473,2.553671360015869,0.0019503981,-0.049121518,-0.04717112,12509.438002934246,5.7474446296691895,57253.50272503755,9124.260032986176,19153.823005310885,222008.2656402446,9.434238678625652,59,0.8216127481791318,-75.24073892368105
9.476919,0.0044574714,2.7928555,151.5657813515735,-3.8290662e-10,280,0.1400766372680664,2.564223527908325,0.0020445772,-0.049220208,-0.04717563,12520.621042239798,5.988274574279785,58974.92449792546,9409.882569089736,19737.67442625848,223065.81388343015,9.435132247436615,60,0.8378823990747948,-66.16733720579832
9.540574,0.0056141713,2.8257163,129.88499009694405,-3.128246e-11,280,0.1385490894317627,2.554471015930176,0.0018944293,-0.04926458,-0.04737015,13017.275808065475,5.799053430557251,62827.9026007445,10034.744388213821,21502.117232136552,236106.28929051862,9.474032662539255,61,0.8320777025692586,-68.1769528438393
9.59363,0.006122624,2.8834536,259.45027806563434,-7.091356e-11,280,0.13886618614196777,2.5478551387786865,-0.0033148304,-0.044395257,-0.047710087,13933.016077716196,5.838597297668457,62695.67156264407,9787.771353177293,21015.505242031617,240443.5221937842,9.542016560043608,62,0.841176926933491,-77.35899365441844
9.590157,0.00497743,2.9224155,130.7979933733009,-2.7904198e-10,280,0.1457517147064209,2.543869733810425,0.0012443885,-0.049198776,-0.047954388,14630.669834158309,5.974993467330933,58628.371256227845,9322.538436959721,19668.722595415416,221979.36679944288,9.590875277939297,63,0.8334482966459001,-78.15259611473084
9.577094,0.004566522,2.9279132,199.83289225728916,3.86898e-10,280,0.14660310745239258,2.5545997619628906,0.0019930564,-0.049950775,-0.04795772,14640.50259669537,5.926111221313477,59669.870690450574,9512.574207644298,20058.702668752238,236581.71016102665,9.591547117301396,64,0.8320000702861516,-81.18287345032925
9.608207,0.0046579246,2.9155405,228.38727454308653,-2.7052705e-10,280,0.14946699142456055,2.6182525157928467,0.001806777,-0.049685918,-0.04787914,14412.170615462073,6.229399919509888,60256.06897076283,9654.265990805254,20101.34799215275,234372.41614703025,9.575828310228529,65,0.8394582880451193,-77.58398273342681
9.635309,0.0048231413,2.9408004,270.5727930377593,-2.64673e-10,280,0.1444075107574463,2.5254008769989014,0.0005107559,-0.048546553,-0.048035797,14870.868122477395,5.9670891761779785,60381.65999281091,9567.42487175994,20139.86487368868,239305.28195566515,9.607159418548857,66,0.8351765819646855,-70.77784832812237
9.690129,0.0060137142,2.9643056,186.0121231705519,-6.670044e-11,280,0.14995765686035156,2.601639747619629,0.0022168867,-0.05040085,-0.048183963,15317.983440667611,6.233272552490234,65060.759473877064,10200.458636525158,21741.623412752528,240732.89083652833,9.636782805431457,67,0.8353718658067122,-63.51969454375763
9.700617,0.0047641806,3.0086458,344.5399621264089,7.7947265e-10,280,0.15024971961975098,2.5554721355438232,0.0004515946,-0.048901647,-0.048450053,16155.347717836872,6.300597667694092,64286.869110038264,10033.062816600555,21494.105229731358,241830.4935188514,9.690006401879447,68,0.8478452097326596,-75.4010378093199
9.679737,0.0043616155,3.0263293,214.8874344430963,-1.699442e-10,280,0.14519643783569336,2.6404144763946533,0.002198439,-0.050688174,-0.048489735,16284.169769553811,6.037970542907715,61495.77170601933,9584.579073253102,20523.386911980382,229206.05431674517,9.697948735112236,69,0.8466702428495873,-82.34214982278563
9.688375,0.0047747632,3.0166168,248.15944060400537,8.718953e-11,280,0.14664936065673828,2.6311864852905273,0.0018308572,-0.050242618,-0.04841176,16032.24943105467,6.156324625015259,60639.45723134362,9591.121212379501,20324.75863929512,228700.31407623625,9.68235756208783,70,0.8389740987698341,-58.68405537938911
9.701512,0.0054074656,3.0214171,450.3093680785688,-3.3447786e-10,280,0.1471269130706787,2.6121678352355957,0.0020089112,-0.050434165,-0.048425253,16075.414029837677,6.367172002792358,61847.5711129227,9750.007126704177,20800.01186827304,231441.35783636593,9.685046304907118,71,0.8480485333688228,-68.65541107184839
9.759348,0.00481657,3.044604,404.16314429383635,-4.449061e-10,280,0.14174103736877441,2.561603307723999,0.0020673499,-0.050606005,-0.048538655,16444.31790887744,6.282317876815796,63609.421883551804,10105.41570291421,21307.759189940116,246143.7228298783,9.707735280650002,72,0.8378798227313191,-70.99573493061183
9.796777,0.004865024,3.089043,244.07996588186649,-1.1007346e-10,280,0.14939236640930176,2.5791938304901123,0.0006056279,-0.049414948,-0.04880932,17359.038128628887,6.306426525115967,64773.317812064735,10193.137656858218,21630.4162107106,243142.03079271462,9.761868579342252,73,0.8447629286561198,-69.65220679165331
9.786941,0.004322442,3.1245897,324.8915050501357,-1.2172191e-10,280,0.15049386024475098,2.587906837463379,0.0005424805,-0.04951642,-0.04897394,17939.93880936561,6.324742555618286,65901.0374555963,10431.648291320627,22035.085065494368,247127.9344690513,9.794784724757784,74,0.8422360094608303,-72.40479815989802
9.785444,0.0063490984,3.112936,409.6652636558842,-1.809011e-11,280,0.1480417251586914,2.610426902770996,-0.0018154345,-0.04712567,-0.048941106,17822.569659697376,6.521490097045898,63213.63453801761,10035.494871998979,21162.40379682208,245912.48041847203,9.788220891509738,75,0.8391587546857668,-57.532827966721094
9.774851,0.0041036624,3.1126275,325.347805224572,3.536477e-10,280,0.14652180671691895,2.5854673385620117,0.0020126328,-0.050934803,-0.04892217,17755.145528061163,6.4616265296936035,55653.3409622503,8964.702400417815,18651.152338027314,214519.57650523176,9.784430641798746,76,0.8288362214041506,-63.59981252280675
9.814228,0.0048233373,3.1047182,252.64183003571662,5.8119915e-11,280,0.14748215675354004,2.550215005874634,0.0011357069,-0.050023135,-0.048887428,17632.25650960578,6.443368673324585,58271.61889564206,9412.123468462243,19426.08232507104,233107.21357458562,9.777485259805406,77,0.8228754636357255,-59.97466555923713
9.853563,0.004873153,3.132699,273.00498922447406,2.1351869e-10,280,0.15899229049682617,2.6959121227264404,0.0018290877,-0.050875336,-0.04904625,18201.444177302074,6.442413568496704,63880.91467222639,10220.827224756371,21353.305552144524,238893.67880249332,9.809256220318023,78,0.834964252583629,-69.82073819829995
9.934169,0.0057508824,3.1664484,283.7619805617182,-9.840825e-10,280,0.1578538417816162,2.6600537300109863,0.0012627281,-0.050525483,-0.049262755,19006.852327568653,6.504563093185425,63762.00067618585,10150.273554877871,21344.127629872033,241758.44744358253,9.852554841949827,79,0.8443905315903865,-70.18570954028387
9.989317,0.0055722366,3.2250915,308.3304055913731,2.5377941e-10,280,0.14886212348937988,2.6262760162353516,0.0023492537,-0.051997773,-0.04964852,20531.266261679764,6.660051584243774,64895.61259036644,10317.401569113803,21687.4326562278,243175.7760682289,9.929704186711993,80,0.8323535023886631,-79.2503521277853
10.026514,0.0049513862,3.278195,276.8753019520368,1.4643939e-10,280,0.14762258529663086,2.5063345432281494,0.0005299896,-0.05048177,-0.04995178,21815.007182100944,6.275206804275513,65720.97456898127,10360.808587969397,21958.560294969957,252421.26121170475,9.990353414785295,81,0.8408755175434923,-66.66304451923045
10.028557,0.0041810754,3.3127396,368.1042409592301,-6.852428e-11,280,0.14717483520507812,2.5772061347961426,0.0016741417,-0.051797636,-0.050123494,22577.266385486753,6.352899551391602,65442.92039250209,10334.707013746744,21901.448487559825,240604.36323396588,10.024698766844613,82,0.8476482232923244,-71.25039412625078
9.998066,0.0046288925,3.3125858,265.1676446336817,1.6509927e-12,280,0.15133929252624512,2.6435182094573975,0.002003964,-0.0521521,-0.050148137,22688.667139024572,6.660933971405029,67228.04856865111,10645.79265913145,22605.496903534837,259249.74726513782,10.029620833828336,83,0.8381327966125309,-78.56599270420672
10.072443,0.006357784,3.2921782,399.00264761012977,1.171878e-10,280,0.14695477485656738,2.5974137783050537,0.0003860481,-0.050369784,-0.049983736,21955.156613868774,6.371082782745361,69738.19040925095,11022.147027776287,23353.70095573972,251823.1962173209,9.996757316373644,84,0.8401720110600532,-76.93608447402472
10.106893,0.0047477717,3.363884,323.9607475022873,1.9486261e-10,280,0.14167380332946777,2.5248560905456543,0.0014289953,-0.05180053,-0.050371535,23725.496698824816,6.293891906738281,69616.44009073266,10846.573433573421,23290.718203882694,254393.2398981457,10.07430555893126,85,0.852695788172792,-81.79704130493084
10.173737,0.0049753077,3.389549,283.4182792611162,-4.2546544e-10,280,0.14164137840270996,2.5463197231292725,0.0013614446,-0.051890973,-0.05052953,24487.378996278367,6.100520372390747,67483.3154810821,10526.373967474337,22548.91836388713,251460.86664492436,10.105913120792026,86,0.8459146556252853,-76.43313312149294
10.185535,0.004891789,3.447523,172.72147059006488,-1.771176e-11,280,0.14863204956054688,2.586003541946411,0.0010259077,-0.051904827,-0.05087892,26259.473691265244,6.40856409072876,68723.53780443636,10713.698385475116,22910.36438845923,264433.579915638,10.175782105434509,87,0.8483013841059962,-74.23998629301748
10.198375,0.004612798,3.458944,332.6992572495243,1.0548614e-10,280,0.15009212493896484,2.5902485847473145,0.0016590878,-0.05258237,-0.05092328,26493.461072152557,6.563004493713379,68008.54309874508,10673.470645886957,22763.64659428183,247700.35753959656,10.184653229531788,88,0.8455548900840646,-80.2041597143868
